date,Copper_cash,Copper_12m,Nickel_cash,Nickel_12m,CokingCoal_12m,CokingCoal_cash,IronOre_cash,IronOre_12m,ThermalCoal_cash,ThermalCoal_12m,Platinum_cash,Platinum_12m,NatGas_cash,NatGas_12m
06.04.2012,8361,8380,18367,18595,,,,,,,1604.7,,2.089,3.299
13.04.2012,8002.75,8005.5,18270,18499,,,,,,,1585,,1.981,3.196
20.04.2012,8222,8199.5,17752,17977,,,,,,,1580.9,,1.927,3.071
27.04.2012,8494,8372,18040,18260,,,,,,,1571.7,,2.186,3.287
04.05.2012,8197.5,8155,17537,17730,,,,,,,1534,,2.279,3.367
11.05.2012,8056,7978,17165,17342,,,,,,,1469.9,,2.509,3.525
18.05.2012,7696,7625.5,16783,17004,,,,,,,1457.8,,2.742,3.58
25.05.2012,7673,7610.5,16999,17232,,,,,,,1425,,2.568,3.416
01.06.2012,7378.5,7355,16066,16265,,,,,,,1433.2,,2.326,3.323
08.06.2012,7292,7305,16885,17073,,,,,,,1425.1,,2.299,3.339
15.06.2012,7508.75,7521.75,16811,16995,,,,,,,1487.2,,2.467,3.368
22.06.2012,7326,7313,16540,16751,,,,,,,1431.2,,2.625,3.449
29.06.2012,7696.5,7681,16703,16880,,,,,,,1449.1,,2.824,3.559
06.07.2012,7538,7533,16126,16313,,,,,,,1447.6,,2.776,3.511
13.07.2012,7706.5,7688,16122,16319,,,,,,,1433.3,,2.874,3.62
20.07.2012,7547,7541.5,15915,16105,,,,,,,1412.6,,3.081,3.604
27.07.2012,7562,7577.5,15839,16043,,,,,,,1406.7,,3.01,3.663
03.08.2012,7444.5,7458.5,15580,15764,,,,,,,1413.3,,2.877,3.52
10.08.2012,7488.75,7504.5,15360,15566,,,,,,,1398.8,,2.77,3.582
17.08.2012,7540.5,7543.5,15588,15791,,,,,,,1472.1,,2.719,3.506
24.08.2012,7637,7650,16439,16636,,,,,,,1553.4,,2.702,3.485
31.08.2012,7613.5,7626.25,15909,16117,,,,,,,1536.3,,2.799,3.495
07.09.2012,7967.25,7970.5,16467,16644,,,,,,,1596.3,,2.682,3.404
14.09.2012,8372,8377,17748,17919,,,,,,,1713.7,,2.943,3.609
21.09.2012,8282,8279.5,18149,18322,,,,,,,1637.6,,2.885,3.667
28.09.2012,8213,8205,18439,18625,,,,,,,1665.3,,3.32,3.88
05.10.2012,8297,8304,18270,18449,,,,,,,1703.8,,3.396,3.933
12.10.2012,8131.5,8140,17037,17222,,,,,,,1657.6,,3.611,4.044
19.10.2012,8015,8027.5,16904,17109,,,,,,,1614,,3.617,4.107
26.10.2012,7824.5,7832.5,15957,16155,,,,,,,1545.3,,3.4,3.97
02.11.2012,7665.25,7676,15950,16115,,,,,,,1542.9,,3.554,3.938
09.11.2012,7567.75,7579,15924,16088,,,,,,,1557.4,,3.503,3.904
16.11.2012,7599.25,7616.5,15921,16098,,,,,,,1559.8,,3.79,4.095
23.11.2012,7770.5,7795.25,16583,16773,,,,,,,1615.1,,3.901,4.207
30.11.2012,7983.25,8021.5,17612,17800,,,,,,,1603.1,,3.561,4.053
07.12.2012,8023.75,8068.25,17195,17387,,,,,,,1607,,3.551,4.069
14.12.2012,8051.25,8101,17830.5,18039.5,,,,,,,1614.5,,3.314,3.908
21.12.2012,7817,7868,17305,17522,,,,,,,1536.9,,3.451,4.032
28.12.2012,7871.5,7924,17151,17364,,,,,,,1517.4,,3.469,4.136
04.01.2013,8072.25,8123,17322,17512,,,,,,,1556.7,,3.287,4.008
11.01.2013,8030.75,8089,17549.5,17743.5,,,,,,,1630.2,,3.327,4.024
18.01.2013,8047.25,8111,17513,17724,,,,,,,1671.3,,3.566,4.187
25.01.2013,8007.75,8088.5,17340,17551,,,,,,,1693.4,,3.444,4.15
01.02.2013,8276.5,8348.5,18600,18781,,,,,,,1686.2,,3.301,4.023
08.02.2013,8278.5,8348,18280,18479.5,,,,,,,1713.5,,3.272,4.021
15.02.2013,8187.5,8267.5,18336.5,18539,,,,,,,1676.6,,3.153,3.911
22.02.2013,7784.5,7866,16929,17144,,,,,,,1606.3,,3.291,3.976
01.03.2013,7688.25,7766,16572,16769,,,,,,,1573.5,,3.456,4.021
08.03.2013,7724.5,7811.5,16699,16892,,,,,,,1603.9,,3.629,4.12
15.03.2013,7734,7821,16858,17058,,,,,,,1592.4,,3.872,4.234
22.03.2013,7635.5,7741,17104,17325,,1254,,,,,1581.7,,3.927,4.27
29.03.2013,7518.25,7620.5,16602.5,16831,,1229,,,,,1571.2,,4.024,4.081
05.04.2013,7392,7476,15907,16132,,1211,,,,,1534.7,,4.125,4.125
12.04.2013,7389.5,7476.75,15806,16029,,1201,,,,,1495.5,,4.222,4.076
19.04.2013,6974.5,7065,15117,15365,,1133,,,,,1423.5,,4.408,4.228
26.04.2013,7005.5,7094.75,15146,15395,,1108,,,,,1475.2,,4.151,4.167
03.05.2013,7260.75,7325,15188,15407,,1088,,,,,1501.2,,4.041,4.1
10.05.2013,7369,7421,15320,15536,,1071,,,,,1486,,3.91,4.048
17.05.2013,7289.25,7359.5,14776,15024,,1075,,,,,1468,,4.055,4.128
24.05.2013,7281.75,7357.75,14753,14999,,1075,,,,,1451.9,,4.237,4.235
31.05.2013,7290.25,7366,14766,15012,,1079,,,,,1460.6,,3.984,4.102
07.06.2013,7214.25,7292.75,15009.5,15239,,1040,,,,,1502.6,,3.828,4.025
14.06.2013,7070,7151,14277,14509,,999,,,,,1447.4,,3.733,3.949
21.06.2013,6797.5,6880.75,14023.5,14267.5,,1012,,,,,1369.5,,3.771,3.978
28.06.2013,6738.5,6800,13655.5,13891,,991,,,,,1336.9,,3.565,3.884
05.07.2013,6791,6812,13266,13489,,1007,,,,,1325.4,,3.617,3.918
12.07.2013,6952,6975,13734,13950,,1010,,,,,1409.1,,3.644,3.963
19.07.2013,6918.5,6940.5,14118,14340,,989,,,,,1429.7,,3.789,4.01
26.07.2013,6857,6885,13798.5,14033.5,1101,1008,,,,,1421.9,,3.555,3.907
02.08.2013,7001,7037,13965,14186,1107,1008,,,,,1450.6,,3.347,3.787
09.08.2013,7268,7302.25,14638,14863,1133,1018,,,,,1499.7,,3.23,3.694
16.08.2013,7387.25,7428.5,14951.5,15174,1222,1021,,,,,1526.7,,3.368,3.803
23.08.2013,7345.75,7411.5,14471,14720,1243,1018,,,,,1540.7,,3.485,3.905
30.08.2013,7086,7152.5,13738,13996,1216,957,,,,,1526.2,,3.581,3.931
06.09.2013,7144.75,7214,13937,14175,1249,1001,,,,,1495.7,,3.53,3.867
13.09.2013,7024.25,7094,13832.5,14073.5,1253,965,,,,,1444.5,,3.677,3.965
20.09.2013,7263.75,7327.5,13984.5,14243,1266,967,,,,,1432.6,,3.687,3.998
27.09.2013,7284,7348,13928,14200,1272,978,,,538.8,,1414.9,,3.589,3.921
04.10.2013,7247.5,7313,14008,14255,1258,986,,,545,,1386,,3.506,3.848
11.10.2013,7188.25,7242.25,13873.5,14114.5,1270,996,,,544.8,,1373.2,,3.776,4.035
18.10.2013,7232,7293,14160,14376,1272,1006,985,,558,,1435.6,,3.764,4.006
25.10.2013,7181.75,7215.75,14533,14746,1220,1015,935,,552,,1453.3,,3.707,3.936
01.11.2013,7245,7279.75,14542,14727,1218,1008,952,,554.6,,1449.9,,3.513,3.758
08.11.2013,7166.25,7191.25,13879,14058,1179,1029,949,,558.6,,1441.4,,3.559,3.79
15.11.2013,7006.25,7037.75,13782,13982,1165,1052,951,,571.8,,1437.4,,3.66,3.856
22.11.2013,7101,7105,13510,13729,1178,1027,957,,582.2,,1381.2,,3.768,3.938
29.11.2013,7059.75,7063,13462,13684,1180,1014,965,,566.6,,1367.9,,3.954,4.162
06.12.2013,7123.5,7100.25,13724.5,13922,1202,1081,964,,594.6,,1356.3,,4.114,4.283
13.12.2013,7263.5,7179,14063,14252,1144,1039,945,,577,,1362.9,,4.351,4.358
20.12.2013,7245.5,7168,14379,14577,1136,1024,932,,595.6,,1332.2,,4.418,4.357
27.12.2013,7391.75,7337,14149,14368,1096,993,923,,591.6,,1376,,4.407,4.38
03.01.2014,7324.5,7262,13813.5,14013,1043,990,899,,565.8,,1412.3,,4.304,4.456
10.01.2014,7314.75,7269.5,13827,13990,1054,997,909,,540.6,,1435.2,,4.053,4.204
17.01.2014,7363,7305.5,14665,14807,1037,990,909,,550,,1452.9,,4.326,4.352
24.01.2014,7207,7147.25,14455,14591,1018,937,909,,545,,1427.4,,5.182,4.58
31.01.2014,7103,7030.75,13937,14070,994,872,860,,540.6,,1374.1,,4.943,4.64
07.02.2014,7165,7074.5,14117,14205,979,869,836,,542,,1378.3,,4.775,4.728
14.02.2014,7171,7099,14226,14282,993,915,850,,528,,1429.2,,5.214,4.757
21.02.2014,7195,7090,14337.5,14379,1016,903,848,841,527.4,,1427,,6.135,4.932
28.02.2014,7059,6972.5,14699,14727,987,852,838,813,532.6,,1446.2,,4.609,4.61
07.03.2014,6797,6764.5,15280,15217,922,877,788,776,516.6,,1483.6,,4.618,4.64
14.03.2014,6484,6476.5,15717,15700,891,818,788,750,521,,1469.6,,4.425,4.535
21.03.2014,6492.5,6493.25,16081,16112,857,818,788,738,524.2,,1436,,4.313,4.472
28.03.2014,6686,6671,15679,15748,872,846,788,779,524.2,,1404.7,,4.485,4.117
04.04.2014,6624.5,6627.25,16367,16428,911,825,833,805,520.2,,1449.8,,4.439,4.123
11.04.2014,6669.25,6673,17372,17392,922,827,853,810,530.8,,1461.8,,4.62,4.208
18.04.2014,6661.5,6644.5,17899,17911,896,782,835,765,520.8,,1428.3,,4.741,4.245
25.04.2014,6785,6737.75,18428,18347,896,780,847,768,529.6,,1423,,4.647,4.188
02.05.2014,6735.5,6677.5,18261,18230,896,773,830,753,523.4,,1440,,4.674,4.18
09.05.2014,6777,6687,19884,19753,894,818,805,729,537.2,,1429.2,,4.531,4.088
16.05.2014,6902,6793.5,18987,18969,869,829,795,718,537.2,,1465.6,,4.413,4.068
23.05.2014,6981,6848,19570,19483,875,796,772,692,537.2,,1475.5,,4.405,4.034
30.05.2014,6892,6786,19212,19161,875,765,720,677,537.2,,1454.7,,4.542,4.099
06.06.2014,6687,6687,18835,18909,888,825,703,689,547,,1453,,4.71,4.171
13.06.2014,6658.5,6647.75,18011,18142,867,836,696,672,547,,1435,,4.739,4.218
20.06.2014,6836.5,6799,18346,18418,861,806,695,678,547,,1457.3,,4.531,4.141
27.06.2014,6966,6922,18873,18909,872,806,696,702,547,,1478.5,,4.409,4.081
04.07.2014,7159,7126.25,19365.5,19418,866,787,699,709,523.2,,1505.5,,4.406,4.094
11.07.2014,7169.5,7136,19341,19498,833,769,718,702,523.2,,1512.3,,4.146,4.028
18.07.2014,6987.5,6976.25,18613.5,18735,825,743,735,689,523.2,,1489.2,,3.951,3.893
25.07.2014,7130,7104.5,19157,19266,820,743,680,674,523.2,,1477.3,,3.781,3.782
01.08.2014,7077,7053,18368,18525,820,739,688,672,483,516.2,1462.8,,3.798,3.807
08.08.2014,6999.75,6982.75,18514,18678,837,741,684,671,475.2,516.2,1480.3,,3.962,3.917
15.08.2014,6877,6863.25,18614,18787,829,732,668,655,472.6,516.2,1458.2,,3.776,3.816
22.08.2014,7086,7071.5,18691,18902,841,739,664,645,472.6,516,1420.5,,3.84,3.881
29.08.2014,6996.5,6972.5,18736,18964,823,733,611,628,461.6,511.4,1426.7,,4.065,3.918
05.09.2014,6983.5,6951.5,19531.5,19665.5,830,795,595,589,484.4,504.8,1411,,3.793,3.786
12.09.2014,6852.5,6811.75,18344,18530,821,786,595,587,484.4,504.8,1370.5,,3.857,3.821
19.09.2014,6862.25,6808.25,17715.5,17928,837,783,596,570,486,506,1337.3,,3.837,3.828
26.09.2014,6755.5,6695,16924,17122,828,801,578,538,486,511,1302,,3.984,3.883
03.10.2014,6663,6608,16513.5,16690,828,775,617,522,486,518.6,1226,,4.039,3.866
10.10.2014,6674.5,6591,16333,16510,838,764,567,534,483.2,519.4,1261.1,,3.859,3.793
17.10.2014,6675,6595,15653,15838,824,783,576,533,483.2,520.4,1263.3,,3.766,3.772
24.10.2014,6744,6634,14964,15151,780,783,562,531,483.2,520.4,1251.4,,3.623,3.629
31.10.2014,6752,6647,15731,15913,771,773,562,528,483.2,520.4,1236.2,,3.873,3.846
07.11.2014,6757,6652,15397,15564,765,750,561,511,518.4,496.4,1211.8,,4.412,3.926
14.11.2014,6748,6630,15551,15698,765,764,555,504,509.6,500.8,1212.2,,4.02,3.807
21.11.2014,6772,6661.75,16587,16731,748,764,555,474,509.6,502,1226.4,,4.266,3.806
28.11.2014,6409,6313.5,16233,16381,760,750,555,465,509.6,493,1210.4,,4.088,3.972
05.12.2014,6481,6417,16765.5,16896.5,766,782,524,485,505,482.8,1219.5,,3.802,3.857
12.12.2014,6513.75,6450.25,16632.5,16775,793,800,524,485,503.8,479.2,1231.5,,3.795,3.862
19.12.2014,6438.5,6354,15555,15725,768,793,521,475,500.2,479,1197,,3.464,3.668
26.12.2014,6344,6262,15285,15459,753,789,496,460,501,475.4,1218.5,,3.007,3.469
02.01.2015,6281,6209,14793,14930,753,808,531,496,507.4,482.4,1203.3,,3.003,3.558
09.01.2015,6120.5,6031,15264,15422,755,765,515,493,480,489.2,1229.2,,2.946,3.487
16.01.2015,5748,5683,14742,14908,755,735,508,485,471,485.8,1269.8,,3.127,3.531
23.01.2015,5541,5500,14308,14462,746,757,513,462,477,485.6,1267.7,,2.986,3.472
30.01.2015,5542,5459.5,15118,15284,750,757,513,456,493.6,484.6,1239.2,,2.691,3.285
06.02.2015,5663,5623.5,15204,15343,755,756,494,465,503.4,481.6,1223.6,,2.579,3.238
13.02.2015,5744.25,5708.25,14608,14742,755,756,495,471,503.4,481.6,1210.5,,2.804,3.372
20.02.2015,5704,5675.5,13913,14074,743,773,509,473,503.4,481.6,1172.9,,2.951,3.411
27.02.2015,5918,5872,14048.5,14213,738,773,509,481,503.4,481.6,1186.7,,2.734,3.214
06.03.2015,5755,5725.5,14335,14489,740,738,489,453,481.6,481.6,1158.8,,2.839,3.286
13.03.2015,5870.5,5835.5,14096,14242,737,738,530,462,481.6,481.6,1115.2,,2.727,3.196
20.03.2015,6070.5,6012,14217,14350,722,716,550,439,450.4,480.8,1141.2,,2.786,3.225
27.03.2015,6075.5,6025.5,13242,13396,723,689,550,431,450.4,451.6,1143.6,,2.59,3.125
03.04.2015,5993.5,5954.75,12997.5,13153,705,705,379,386,424.6,434.8,1153.9,,2.713,3.021
10.04.2015,6050.5,6014.5,12591,12749,686,697,368,376,403.2,418,1169.5,,2.511,2.923
17.04.2015,6071,6056,12523.5,12693,683,715,402,396,400.4,419.4,1166.6,,2.634,2.979
24.04.2015,6025,6047,13166,13324,655,705,431.5,419.5,405.2,429.4,1120.2,,2.531,2.932
01.05.2015,6407.5,6398.25,13728,13869,698.5,710.5,457.5,425.5,389.2,431.4,1129.1,,2.776,3.04
08.05.2015,6389.5,6395,14275,14410,682,709.5,472,440,392.2,434.6,1142.8,,2.88,3.131
15.05.2015,6415.5,6416.75,13951.5,14084.5,688.5,708.5,460.5,428.5,403.4,434.6,1168.4,,3.016,3.138
22.05.2015,6161.5,6169,12679,12827,710,708.5,453.5,411.5,403.4,434.6,1148,,2.887,3.101
29.05.2015,6010.25,6032,12583,12737,717,681.5,468,418,403.4,434.6,1111,,2.642,2.988
05.06.2015,5931,5959.5,13150,13277,720.5,733,484,424.5,396.8,434.6,1092,,2.59,2.968
12.06.2015,5901,5939.5,13099,13234,722,734.5,492.5,423,396.8,434.6,1096.8,,2.75,3.077
19.06.2015,5651.5,5698.5,12679.5,12837,729,720,506.5,418,396.8,434.6,1086.8,,2.816,3.109
26.06.2015,5747.5,5791,12411,12575,737,680,507,413,391.6,434.6,1080.7,,2.773,3.081
03.07.2015,5752.5,5789.5,11977.5,12121,728,660.5,449.5,390.5,414.2,434.6,1083.7,,2.822,3.138
10.07.2015,5586,5623.5,11233,11381,658,660.5,368,360.5,414.2,434.6,1032.1,,2.77,3.11
17.07.2015,5470,5522.75,11471.5,11620,653,660.5,378.5,350.5,414.2,434.6,1001,,2.87,3.118
24.07.2015,5253,5308.75,11268.5,11406.5,633,660.5,390.5,354.5,414.2,434.6,982.3,,2.776,3.066
31.07.2015,5221,5265,11004.5,11142,634,660.5,413.5,363.5,414.2,434.6,984,,2.716,3.037
07.08.2015,5168,5208.75,10774.5,10901.5,626,613.5,421.5,354,378,434.6,962.7,,2.798,3.036
14.08.2015,5162,5188.5,10572,10690,612.5,622.5,443,375.5,377.6,434.6,993.6,,2.801,3.05
21.08.2015,5063.25,5074.5,10175,10304,609,611.5,441,362.5,376.8,434.6,1026.5,,2.676,2.942
28.08.2015,5147,5138.5,10038,10127,608.5,563.5,434.5,363,363.6,434.6,1021.3,,2.715,2.927
04.09.2015,5128.75,5117.75,9938.5,9999,604.5,589.5,430,372.5,360.8,434.6,992.4,,2.655,2.922
11.09.2015,5381.5,5345.75,10282,10337,602,604,467,380,376.8,434.6,964.9,,2.693,2.922
18.09.2015,5271,5238,9654,9725,590,589.5,459,360,369.6,434.6,984.4,,2.605,2.85
25.09.2015,5040.5,5014,9929,9963,575,589.5,517,335,369.6,434.6,951.1,,2.564,2.838
02.10.2015,5108.75,5088.75,10014,10062,560,589.5,519.5,323.5,355,434.6,909.8,,2.451,2.77
09.10.2015,5307.5,5273.5,10482,10531,567,596.5,463,337,341,434.6,979,,2.502,2.828
16.10.2015,5298,5256,10567.5,10637.5,558.5,596.5,446,331,341,434.6,1022.2,,2.43,2.783
23.10.2015,5188.25,5154.25,10496,10573,559.5,596.5,473,327,341,434.6,1000.7,,2.286,2.702
30.10.2015,5131,5089,10042,10122,547.5,596.5,440.5,319,341,434.6,988.6,,2.321,2.706
06.11.2015,4993.5,4978,9610,9699.5,547.5,603,362.5,323.5,333,434.6,940,,2.371,2.745
13.11.2015,4833.25,4823.25,9400.5,9512,538,603,363.5,315,337.4,434.6,862.7,,2.361,2.759
20.11.2015,4597,4571,8702,8823,512,579,359,298.5,328.8,434.6,856.2,,2.145,2.587
27.11.2015,4592,4566,8748,8864,502,579,349,294,322.8,434.6,833,,2.212,2.739
04.12.2015,4614.5,4608.5,8962,9074.5,507,591,307,286,318.4,434.6,880.6,,2.186,2.724
11.12.2015,4706,4700.5,8671,8787,482,594,296,283,305.4,434.6,843.7,,1.99,2.667
18.12.2015,4690,4679,8738,8858.5,499.5,608,313.5,291,307.2,434.6,860.8,,1.767,2.643
25.12.2015,4697,4680,8609.5,8730.5,522.5,614,346,299,307.2,434.6,884.2,,2.029,2.662
01.01.2016,4712.5,4697,8788,8904,537.5,618,360,314.5,307.2,434.6,891.7,,2.337,2.872
08.01.2016,4486,4475,8543,8641,509.5,598.5,334.5,303.5,299.8,434.6,878.7,,2.472,2.995
15.01.2016,4330,4325,8373,8488,503,611,326,295.5,311.8,434.6,826.5,,2.1,2.792
22.01.2016,4452,4428.5,8685.75,8800,519,611,320.5,294,311.8,434.6,830.1,,2.139,2.844
29.01.2016,4569,4546,8592,8717.5,530.5,611,316,296.5,320,434.6,872.3,,2.298,2.853
05.02.2016,4633.25,4618.25,8140.5,8250.5,532.5,588,336,307,320.4,434.6,902.8,,2.063,2.814
12.02.2016,4505.5,4487.5,7798,7905.5,532.5,588,336,307,322,434.6,957.7,,1.966,2.719
19.02.2016,4627.75,4615,8562.5,8663,542.5,564.5,339,314.5,322,434.6,945,,1.804,2.595
26.02.2016,4716.25,4693.5,8470,8573,558,564.5,366,327,322,434.6,914.5,,1.791,2.521
04.03.2016,5033.75,5002,9327,9415,567.5,586,406,346.5,322,434.6,986.3,,1.666,2.647
11.03.2016,4981,4938.25,8810,8910.5,602.5,586,426,358,356.6,434.6,969.7,,1.822,2.759
18.03.2016,5059.5,5016,8634,8766,595.5,586,446,382,369.8,434.6,970.5,,1.907,2.799
25.03.2016,4970,4916.5,8622.25,8749,595.5,586,421,363,375,434.6,952.4,,1.806,2.822
01.04.2016,4843.25,4820,8298.5,8420,641,618,417.5,357.5,376.2,434.6,952.7,,1.956,2.629
08.04.2016,4654.75,4638.5,8523.5,8646,676.5,610.5,416,353,379,434.6,967.4,,1.99,2.672
15.04.2016,4817,4794,8892,9009,738,621.5,457,380,366,413.8,987.9,,1.902,2.666
22.04.2016,5045.25,5018.25,9064,9195.5,785,660,520.5,445.5,364.8,434.6,1009.5,,2.14,2.835
29.04.2016,5064,5039.5,9417,9545,766.5,625.5,540,412.5,372.6,415,1077.9,,2.178,2.878
06.05.2016,4816.5,4800,9043.5,9163,699.5,671,466.5,377,358.2,405.8,1084.5,,2.101,2.863
13.05.2016,4632.5,4621.75,8612.5,8737.5,656,660,429.5,338.5,393,394.6,1051.9,,2.096,2.791
20.05.2016,4584,4575.5,8470.25,8601.75,696,634.5,461.5,332,393,405.8,1022.5,,2.062,2.763
27.05.2016,4704.5,4692.75,8387,8519.75,671,670,456,311,393,402.4,980.5,,2.169,2.896
03.06.2016,4691.75,4685,8474.25,8604,697,657.5,414,315.5,393,422.8,981.9,,2.398,2.905
10.06.2016,4503.25,4537.75,8898.5,9033,693.5,657.5,431,327.5,414.6,418,994.2,,2.556,2.977
17.06.2016,4550.5,4566,9035.5,9180,669.5,657.5,435.5,321.5,414.2,418,966.1,,2.623,2.948
24.06.2016,4695.5,4713.25,8988,9128.5,677,657.5,414,337,420,421.8,987.1,,2.662,2.984
01.07.2016,4910.5,4927.75,9951,10074,721,729.5,432.5,373.5,447.4,432.6,1055.4,,2.987,3.123
08.07.2016,4704.75,4736.75,9857.75,9981,722.5,739.5,436,371,437.4,441,1096.9,,2.801,3.121
15.07.2016,4908.75,4940.75,10253.5,10381,820,780,464.5,396.5,470.2,459.6,1091.5,,2.756,3.094
22.07.2016,4914.5,4944,10381.5,10511,786,780,459.5,368.5,456.2,459.6,1086.6,,2.777,3.039
29.07.2016,4917.25,4949.25,10598.25,10732.5,786,780,480,393,395.4,459.6,1147.3,,2.876,3.104
05.08.2016,4781.25,4818.25,10693,10815,812.5,780,486.5,410.5,390.8,466.8,1149.8,,2.772,3.086
12.08.2016,4751,4788.75,10276.25,10400,860.5,812,485.5,399.5,402.2,490.6,1127.9,,2.586,2.975
19.08.2016,4789.25,4833.75,10324.5,10464,851.5,751,484,406.5,463.2,491.4,1116.7,,2.584,2.959
26.08.2016,4604,4648.25,9772.25,9920.25,851.5,749.5,480.5,405.5,443.2,488,1075.2,,2.871,3.044
02.09.2016,4620.75,4651.5,10030,10173.5,886,821.5,458,386.5,499.6,487.8,1062.2,,2.792,2.999
09.09.2016,4624,4658,10341.25,10482.5,913.5,811.5,447,374.5,524.8,472.2,1067.5,,2.797,3.018
16.09.2016,4778.75,4807.75,9691.25,9831.75,913.5,812.5,449,364.5,629.2,463.2,1017.6,,2.948,3.076
23.09.2016,4842,4888.5,10627.5,10767,886,760,473.5,372.5,632.8,479,1057,,2.955,3.039
30.09.2016,4853,4896.75,10536,10679.25,917,920,443.5,364,636.6,487.4,1028.6,,2.906,3.028
07.10.2016,4768.5,4813.25,10168.75,10303,917,920,443.5,364,619.4,487.4,960,,3.193,3.201
14.10.2016,4665,4708.25,10456,10592,963.5,875.5,463,378,590.8,495.4,936.1,,3.285,3.311
21.10.2016,4623.5,4671.25,9925,10079,1019.5,875.5,448,387,606.8,554.4,929.7,,2.993,3.289
28.10.2016,4835,4872.5,10395.25,10547.75,1047,1254.5,500.5,418,607.6,521.6,978.2,,3.105,3.193
04.11.2016,4987.5,5012.25,10437.5,10576,1117.5,1450,513,433,607.8,548.6,1003.2,,2.767,3.031
11.11.2016,5545.75,5552.75,11181,11306,1306.5,1587.5,577.5,521.5,617.2,555.2,942.1,,2.619,3.009
18.11.2016,5417.5,5437.75,10814.75,10969.75,1229,1618.5,537,465,600.6,526,920.6,,2.843,3.101
25.11.2016,5868,5882.5,11524.5,11673,1309,1706,541,534,618.6,526,906.8,,3.085,3.267
02.12.2016,5755,5753.25,11430.25,11571.5,1213,1504.5,633,530.5,700.6,526,932.7,,3.436,3.487
09.12.2016,5819,5824.75,11439,11585,1241,1549,664.5,569,632.4,531.2,915,,3.746,3.576
16.12.2016,5628.25,5638.25,11136,11290,1188,1576.5,666,571.5,675.4,566.2,934.1,,3.415,3.536
23.12.2016,5460.75,5477.25,10371,10546,1196,1578,669.5,492,587.4,518,893.2,,3.662,3.621
