date,Copper_cash,Copper_12m,Nickel_cash,Nickel_12m,CokingCoal_12m,CokingCoal_cash,IronOre_cash,IronOre_12m,ThermalCoal_cash,ThermalCoal_12m,Platinum_cash,Platinum_12m,NatGas_cash,NatGas_12m
30.12.2016,5526,5543.5,9975,10150.5,1090,1570,652,493.5,587.4,514.8,901.6,,3.724,3.78
06.01.2017,5581.25,5607,10215,10370,1090,1400,624,484,583.6,514,966.7,,3.285,3.572
13.01.2017,5894.25,5934,10416.75,10580.5,1122,1639,658.5,538,565.4,532.4,983.5,,3.419,3.705
20.01.2017,5737,5771.5,9663,9851,1070,1610.5,660,542.5,588,526.8,973.5,,3.204,3.563
27.01.2017,5887.5,5921.5,9430,9635.5,1099,1653,662,563.5,612.6,533.2,979.3,,3.391,3.697
03.02.2017,5765.25,5793.5,10197.5,10380,1071.5,1490.5,694.5,540,610.2,529.8,1004.7,,3.063,3.517
10.02.2017,6086,6100,10629,10798,1064.5,1490.5,670,565,628,529,1009.8,,3.034,3.582
17.02.2017,5952,5971,11011.75,11190,1154.5,1490.5,721.5,588.5,644.2,529,1004.3,,2.834,3.415
24.02.2017,5918,5947,10818.5,11005.5,1177.5,1490.5,752,578,625.4,546.2,1027.2,,2.627,3.272
03.03.2017,5912,5934.75,10964,11134.5,1224.5,1279.5,731.5,566.5,620.8,560.2,994.1,,2.827,3.321
10.03.2017,5723.75,5757,9861.5,10046,1227.5,1279.5,701.5,543.5,622.4,572.6,938.2,,3.008,3.37
17.03.2017,5928,5952,10222.5,10420.5,1241.5,1276.5,737.5,588.5,556,572.6,963,,2.948,3.307
24.03.2017,5791,5835.5,9828.5,10029.5,1212,1276.5,707,526.5,574.8,572.6,967.9,,3.076,3.424
31.03.2017,5824,5866,9979,10191.5,1124,1396.5,683,500.5,576.6,572.6,948.2,,3.19,2.878
07.04.2017,5818,5872.25,10147,10345,1225.5,1336,612,484.5,572.8,572.6,959.3,,3.261,2.903
14.04.2017,5675,5735.5,9710.5,9916,1135,1305.5,549,481.5,572,572.6,974,,3.227,2.952
21.04.2017,5604.5,5671,9303,9519.5,1067,1269.5,517,478,556.6,565.8,974.8,,3.101,2.965
28.04.2017,5715.5,5777,9406,9619,1067,1272,512,479,577.8,513.6,946.3,,3.276,2.905
05.05.2017,5575.5,5636,9114.5,9308,990.5,1186,473.5,449,605,501.2,909.7,,3.266,2.887
12.05.2017,5547.25,5603.25,9284.5,9465,1038.5,1115.5,461,430.5,581.8,493.6,917,,3.424,2.91
19.05.2017,5676,5727.5,9332,9520,958.5,1149,472.5,433.5,598,500.4,939.7,,3.256,2.883
26.05.2017,5646,5706.5,9043,9239,949.5,1150,451,420.5,594.6,499.4,961.1,,3.236,2.89
02.06.2017,5655.75,5708.75,8892.75,9076,884,1002.5,425.5,406,610.2,494.4,953.4,,2.999,2.87
09.06.2017,5791,5846.5,8948.5,9136.5,884,993.5,405.5,404.5,604,502.4,940.3,,3.039,2.897
16.06.2017,5645.75,5710.25,8903,9089.5,911,1055.5,426,410.5,595.4,505,926.8,,3.037,2.876
23.06.2017,5785.5,5844.75,9044,9244.5,975,1075.5,422.5,410.5,595.6,523,929.4,,2.929,2.847
30.06.2017,5923,5983.75,9355,9548,1059,1019,420.5,443,610.4,523,923.7,,3.035,2.87
07.07.2017,5814.75,5883.5,8894.75,9074,1049,1169.5,470.5,454.5,614.4,547.8,902,,2.864,2.812
14.07.2017,5909.5,5973.75,9545,9720.5,1086,1249.5,486,454.5,634,547.8,921,,2.98,2.895
21.07.2017,5983,6066,9484,9685,1120,1291.5,515.5,466.5,602.8,547.8,934.6,,2.97,2.895
28.07.2017,6302.5,6388,10165.5,10361.5,1163.5,1313.5,517,489,621.6,547.8,933.2,,2.941,2.876
04.08.2017,6360.75,6429.75,10223,10408,1200.5,1289.5,574,519,635.8,547.8,967.5,,2.774,2.861
11.08.2017,6394.5,6463.5,10626,10810.5,1294,1278,585,517.5,620.4,547.8,987.9,,2.983,2.924
18.08.2017,6466.75,6548.5,10943,11144.5,1365,1316,592.5,525,606.4,547.8,980.7,,2.893,2.898
25.08.2017,6647.5,6722,11441,11648,1418.5,1311.5,610.5,562,624,552.6,977.8,,2.892,2.907
01.09.2017,6820.5,6896,12003.75,12196,1359,1238,594,557,624,561,1009,,3.07,2.928
08.09.2017,6672.75,6751,11552,11761,1307,1240,558,518.5,630,578.2,1012.3,,2.89,2.907
15.09.2017,6480.5,6575,11039,11269,1213,1240,499,483,641.8,579.2,971.8,,3.024,2.956
22.09.2017,6430.25,6533,10361,10622,1126.5,1219,522,440,667.8,560.6,932.1,,2.959,2.95
29.09.2017,6447.25,6555,10430.5,10696,1050.5,1082,474,438,678.8,554.6,910.3,,3.007,2.958
06.10.2017,6643,6739,10553.5,10807,1050.5,1082,474,438,690.2,554.6,914.9,,2.863,2.956
13.10.2017,6864,6937.5,11633.5,11878,1103,1049.5,474,432,687.8,554.4,946.8,,3,3.008
20.10.2017,6929.5,7008.5,11687,11943,1131.5,1049.5,482,452,696.2,544.4,924.4,,2.915,3.023
27.10.2017,6808.5,6884.25,11546,11767,1122,1112.5,466.5,447.5,685.2,553.2,910.9,,2.752,2.961
03.11.2017,6881,6952.5,12698,12899,1142,1147,446,481.5,695,553.2,920.1,,2.984,3.011
10.11.2017,6767.5,6838.5,12073,12285,1212,1201,468.5,485.5,682.4,553.2,930.2,,3.213,3.073
17.11.2017,6756.5,6833.25,11531.5,11747,1169,1233,475.5,481,727.8,555.6,952.9,,3.097,3.064
24.11.2017,6986,7056.75,11988,12217.5,1298.5,1233,497.5,500.5,737.6,572.8,943.8,,2.813,2.953
01.12.2017,6820.75,6885.5,11257.5,11479.5,1313,1357.5,516,513,723.8,572.8,940.6,,3.061,3.129
08.12.2017,6552.75,6628.75,10913.5,11135,1221,1210.5,492.5,497.5,724.4,582.8,883.7,,2.772,3.001
15.12.2017,6865,6939.5,11539,11755,1179,1290.5,486.5,501,721.4,582.8,889.4,,2.612,2.877
22.12.2017,7100.5,7186.75,12086.5,12325,1305,1316.5,516.5,542.5,649.6,582.8,923,,2.667,2.862
29.12.2017,7219,7309,12714,12952,1360.5,1306.5,488,531,640.2,582.8,934.2,,2.953,3.081
05.01.2018,7101.75,7190,12498,12690,1311.5,1333.5,503,542,617.6,582.8,970.8,,2.795,3.016
12.01.2018,7087.75,7185.75,12691,12893,1293,1323.5,512.5,553,577,617.8,992,,3.2,3.099
19.01.2018,7016.75,7133.25,12688.5,12900.5,1237,1323.5,522,533.5,594.6,622.4,1016.2,,3.185,3.101
26.01.2018,7059.5,7168.5,13622.5,13805,1251,1307.5,576.5,525.5,565.2,629.2,1014.4,,3.505,3.197
02.02.2018,7028,7128.5,13413,13586,1257.5,1301,493,518,558.8,629.6,997.9,,2.846,3.114
09.02.2018,6731.5,6827.5,12943,13122.5,1264.5,1301,496,521.5,588.4,624,960.4,,2.584,2.987
16.02.2018,7205.5,7308.5,13887,14072.5,1266,1301,505.5,527,613,625.4,1010.1,,2.558,2.975
23.02.2018,7069.25,7191,13731,13929,1282,1301,506,530.5,597.8,625.4,997.3,,2.625,3.006
02.03.2018,6882.5,6977,13425.5,13593,1280,1418,539,536,621.6,625.4,965.1,,2.695,2.948
09.03.2018,6944,7040.5,13831,14004,1230,1338,521,491,643.2,614.4,964.2,,2.732,2.981
16.03.2018,6865.25,6964.75,13589,13772,1241,1332,513,485.5,651.4,615.8,950.2,,2.688,2.967
23.03.2018,6637.75,6750,12911,13103.5,1191,1380.5,497.5,446,670.2,568,948.4,,2.591,2.903
30.03.2018,6690.25,6802,13258,13451,1179.5,1317.5,487,453.5,684.4,574.2,927.3,,2.733,2.665
06.04.2018,6750,6857,13238,13429,1189.5,1297,438,445,679.8,568,914.1,,2.701,2.666
13.04.2018,6807.75,6915.75,13910.5,14059,1148.5,1268.5,434.5,446.5,678.4,560.8,929.7,,2.735,2.673
20.04.2018,6968.5,7091,14791.5,14944.5,1127.5,1246,455,467.5,686,575.2,927,,2.739,2.602
27.04.2018,6769.25,6888.75,13841.5,14019,1144,1145,464,461,651,590.2,911,,2.771,2.554
04.05.2018,6807.75,6913.25,13995,14172,1177,1259,465.5,473.5,646.8,592.6,907.7,,2.711,2.529
11.05.2018,6921.75,7025.5,14020,14213.5,1237,1327.5,511,474.5,652.2,589.6,924.1,,2.806,2.536
18.05.2018,6837.25,6942.5,14708.5,14929,1195.5,1327.5,517,469,651.4,598.2,885,,2.847,2.579
25.05.2018,6872.25,6955.25,14734,14937.5,1162,1251,517,450,581.8,571.6,899.2,,2.939,2.623
01.06.2018,6888.5,6964,15412,15589,1221.5,1247.5,444,459,620.4,599.4,906.7,,2.962,2.653
08.06.2018,7316.5,7365.25,15381.5,15565.5,1228,1238.5,443.5,463,626,599.2,905.7,,2.89,2.622
15.06.2018,7017.5,7080.75,15133,15333,1220,1306,431,469.5,627.2,603.4,887.8,,3.022,2.672
22.06.2018,6798.5,6828.5,15206.5,15432.5,1178,1234,422.5,464.5,629.2,582.6,873.3,,2.945,2.662
29.06.2018,6638,6673.5,14835.5,15060,1189.5,1265,435.5,466.5,630.4,584.8,852.4,,2.924,2.695
06.07.2018,6273,6332,13893.5,14148,1158,1216,456,467.5,636,584.8,844.3,,2.858,2.69
13.07.2018,6220.5,6295.75,13913.5,14195.5,1145,1216,456,468.5,645.2,582,827.6,,2.752,2.644
20.07.2018,6137.5,6209.75,13464,13753,1244,1165,462,471,653,586,825.8,,2.757,2.62
27.07.2018,6285.25,6361.5,13785.5,14079.5,1269,1232.5,472,497,653,590.2,826.8,,2.822,2.646
03.08.2018,6195.5,6273,13501,13775,1295,1192.5,481,491.5,644.6,581.2,834.9,,2.853,2.662
10.08.2018,6177.25,6252,13771,14047.5,1345.5,1197.5,509,519.5,632.6,591.8,827.8,,2.944,2.717
17.08.2018,5911.5,5989.25,13418,13711,1397.5,1208,508,516.5,635.2,588.4,775.9,,2.946,2.731
24.08.2018,6102,6155.5,13347,13645,1396.5,1285,493.5,516.5,619.2,583.6,789.3,,2.917,2.716
31.08.2018,5974,6018.25,12720,13035,1372.5,1315.5,481,510.5,597.8,583.6,785.9,,2.916,2.672
07.09.2018,5925,5967.75,12303,12579,1372.5,1304,499,510.5,614.8,583.6,780.4,,2.776,2.604
14.09.2018,5962.5,6000.25,12598,12869,1328.5,1296.5,496.5,510.5,595.8,586.6,798.6,,2.767,2.607
21.09.2018,6373.5,6373,13186.5,13477,1325,1322,519.5,509.5,582.6,591,829.6,,2.977,2.648
28.09.2018,6260.5,6266.5,12525,12827,1290.5,1330.5,505.5,498.5,589.6,590.4,818.7,,3.008,2.68
05.10.2018,6172,6175,12583,12854,1290.5,1330.5,505.5,498.5,571.8,590.4,821.1,,3.143,2.735
12.10.2018,6309.5,6286,12613,12866,1367,1327.5,526.5,510,580,608.2,836.4,,3.161,2.761
19.10.2018,6229,6220.5,12398,12681,1372.5,1422,527,506,587.4,576.4,832.6,,3.25,2.767
26.10.2018,6179,6149,11849,12112.5,1383.5,1435.5,548.5,510.5,587.4,579.6,829.5,,3.185,2.715
02.11.2018,6292.5,6273,11895.5,12122,1329.5,1378.5,509.5,502.5,592.6,579.6,873.5,,3.284,2.778
09.11.2018,6064.5,6043,11428,11680,1306,1361,522,481,591.6,579.6,854.2,,3.719,2.832
16.11.2018,6215,6173,11314,11554,1290,1368,566,473,600.6,581.6,844.8,,4.272,2.755
23.11.2018,6227.25,6164.5,10863.5,11142,1293.5,1372,536,464.5,603.8,581,843.7,,4.308,2.786
30.11.2018,6227,6163,11148.5,11426,1205.5,1380,506,449,619.8,573.2,798,,4.612,2.999
07.12.2018,6152,6127.5,10875,11125.5,1238.5,1438,509.5,455,620.6,576.8,790.4,,4.488,3.099
14.12.2018,6125.75,6131.75,11032,11287,1302,1429,513.5,460.5,626.4,576.8,785.3,,3.827,3.044
21.12.2018,5982.5,5997.25,10818,11107,1266,1421,539,464.5,628.4,576.8,795.8,,3.816,3.09
28.12.2018,5995.5,5998,10667,10968.5,1244,1445,540.5,464.5,610.8,569.6,789.6,,3.303,3.152
04.01.2019,5913.75,5933.5,11074,11344,1231.5,1381,517.5,472.5,621.4,569.6,822.5,,3.044,3.046
11.01.2019,5932.75,5968,11419,11693.5,1251,1395.5,519,473.5,622.4,574,813.4,,3.099,3.159
18.01.2019,6046,6078,11778.5,12054,1287,1405,541,488.5,610.8,587,797.4,,3.482,3.224
25.01.2019,6045.5,6091.5,11912,12198,1278,1431.5,545,496,623.2,575.4,814.2,,3.178,3.239
01.02.2019,6134.75,6176,12629,12876.5,1323.5,1240.5,650.5,539.5,587.6,586.4,824.9,,2.734,3.035
08.02.2019,6207.25,6233.5,12525,12783.75,1323.5,1240.5,650.5,539.5,600.8,586.4,801.7,,2.583,3.009
15.02.2019,6193,6198,12347.5,12602.5,1323,1263,673.5,544.5,605.4,583.6,805.3,,2.625,3.016
22.02.2019,6504,6479.5,12939.5,13211.5,1334,1321,651,559,605.2,582,843.7,,2.717,3.059
01.03.2019,6486,6485.5,13160,13409,1334.5,1293.5,619,556,590.8,583.2,863.7,,2.859,3.019
08.03.2019,6394,6403.75,13045.5,13296.5,1324.5,1293.5,635,556,585.8,567.4,817.6,,2.865,3.013
15.03.2019,6428.5,6437.25,12878,13137,1292,1263,627,530.5,576.8,563.6,831.8,,2.795,2.965
22.03.2019,6310.5,6330.5,12933,13225,1292,1337.5,623,522,578.6,565.4,848.4,,2.753,2.967
29.03.2019,6488.5,6489.5,12919.5,13215.5,1292,1258.5,623,531,587.2,565.2,848.9,,2.662,2.62
05.04.2019,6394.5,6432.5,13029,13291,1292,1246,682.5,569,578.2,575.4,902.4,,2.664,2.632
12.04.2019,6475,6512.5,12974.5,13231,1292,1222,710.5,586.5,578,574.8,894.8,,2.66,2.646
19.04.2019,6467.75,6509,12619,12915,1292,1226,689,555.5,585.8,574.8,901.1,,2.49,2.557
26.04.2019,6396.75,6430,12372.5,12666,1295.5,1199.5,696,552.5,581.4,574.8,898.9,,2.58,2.551
03.05.2019,6227.75,6264.25,12174,12402,1293,1208,712.5,570,576.4,574.8,873.4,,2.567,2.53
10.05.2019,6115,6160.5,11921,12132,1325,1324.5,720,561.5,577.8,574.8,864.5,,2.619,2.553
17.05.2019,6046,6096,12024,12203,1348.5,1343,766.5,598,575.8,575,820,,2.631,2.583
24.05.2019,5944,6003,12356,12549,1311,1368,809,626,586.4,570.8,801.9,,2.598,2.535
31.05.2019,5820,5877.75,11979.5,12215,1304,1286,836,628.5,586.4,564.6,792.6,,2.454,2.522
07.06.2019,5791.5,5836.5,11570,11827,1299,1403,771.5,591.5,552,563.2,806.1,,2.337,2.509
14.06.2019,5813,5844.5,11810,12061,1305.5,1425.5,861.5,650,552,565.8,804.7,,2.387,2.523
21.06.2019,5967.5,6003.25,12033.5,12321,1301.5,1421,914,631.5,556,565.8,811,,2.186,2.413
28.06.2019,5992,6020.5,12640,12897,1294.5,1441,945,642.5,546,565.8,835.5,,2.308,2.471
05.07.2019,5896.25,5940,12456,12692,1319,1424,892.5,664,553.4,565.8,806.6,,2.418,2.48
12.07.2019,5925.5,5969,13447,13654.5,1309.5,1424,918.5,667,547.4,573,829.7,,2.453,2.528
19.07.2019,6060.25,6107.25,14712,14932,1371.5,1430,945.5,668,548.8,572.8,847.4,,2.251,2.429
26.07.2019,5954,6006,14090,14300,1371.5,1466.5,956,630.5,550.8,572.4,862.9,,2.169,2.41
02.08.2019,5720.5,5765.25,14492,14636,1325,1389,871,617.5,550,568.4,851.1,,2.121,2.388
09.08.2019,5745.5,5787,15551,15706,1307,1411.5,746.5,579,553.2,567.6,862.1,,2.119,2.354
16.08.2019,5734.25,5779,16220,16185,1312.5,1399.5,731,555,553.2,567.6,849.3,,2.2,2.326
23.08.2019,5626,5675.75,15725,15636,1312.5,1403.5,702.5,539,548.8,567.6,853,,2.152,2.327
30.08.2019,5668.25,5711.75,18005,17735,1286,1419.5,719.5,533.5,543.8,567.6,929.6,,2.285,2.329
06.09.2019,5827.25,5870,17730,17628,1286,1373,732,551.5,559.8,567.6,958.5,,2.496,2.405
13.09.2019,5965.75,6006.25,17810,17695,1286,1387,776,560.5,572,562.8,952.2,,2.614,2.419
20.09.2019,5786,5838.25,17640,17224,1201,1387,778,512.5,563.6,562,942.6,,2.534,2.4
27.09.2019,5748.75,5800.25,17328.5,17131.5,1161.5,1299.5,782.5,519.5,562.8,559.6,931,,2.404,2.388
04.10.2019,5630,5679,17855,17640,1159,1299.5,792.5,527,530.8,558.4,884,,2.352,2.401
11.10.2019,5781.5,5839,17625.5,17398,1161,1285,752,526,542,555,897.7,,2.214,2.341
18.10.2019,5794.75,5851.5,16288,16170,1153,1277.5,702,520,540.2,552.8,894,,2.32,2.372
25.10.2019,5913.5,5977.5,16793,16744,1158,1296,708.5,517.5,530,552.8,929.3,,2.3,2.335
01.11.2019,5841.75,5896.75,16818,16717,1158,1273.5,653,523.5,519.4,551.2,951.9,,2.714,2.506
08.11.2019,5918.25,5969.25,16200,16167,1147.5,1265,641,516.5,505.8,551.8,890.9,,2.789,2.554
15.11.2019,5836.75,5895.5,14976,14979,1147.5,1285.5,648.5,527.5,479.8,552.6,892.7,,2.688,2.523
22.11.2019,5850.5,5897.25,14607,14710,1147.5,1316,662.5,538,478.6,547.2,890.2,,2.665,2.5
29.11.2019,5853.25,5903,13628,13780,1147.5,1319,663,542,471.4,540.8,897.9,,2.281,2.562
06.12.2019,5978.5,6024.75,13448,13581,1147.5,1234.5,652.5,555,471.4,544.8,898.9,,2.334,2.573
13.12.2019,6115.5,6159.25,14137,14296,1156,1230.5,684.5,588.5,526.4,544.8,928.8,,2.296,2.554
20.12.2019,6164,6203,14489,14669,1160.5,1238,677,576.5,553.6,544.8,913.8,,2.328,2.578
27.12.2019,6200.5,6244,14156.5,14379,1157,1204,679.5,570,557.2,544.8,950.4,,2.231,2.583
03.01.2020,6120.25,6166.5,13726,13928,1191,1242,699,582,563.2,544.8,987,,2.13,2.718
10.01.2020,6185.5,6239,14151.5,14372.5,1217,1245,699.5,582.5,569.6,540.2,981.7,,2.202,2.715
17.01.2020,6263.25,6316,13867,14107,1177,1245,713.5,583.5,576.4,547.6,1020.1,,2.003,2.656
24.01.2020,5914.25,5970.75,12892,13149,1168,1273,709.5,582.5,587.8,542.2,1005.8,,1.893,2.571
31.01.2020,5556.75,5612.5,12786.5,13052,1168,1273,709.5,582.5,547,542.2,959.2,,1.841,2.52
07.02.2020,5656,5713,12724,12974,1168,1233,622.5,558,565.6,552.6,968,,1.858,2.541
14.02.2020,5751.75,5804.5,12961,13218,1182,1246.5,662.5,576.5,555.8,552.6,966.7,,1.837,2.541
21.02.2020,5757.75,5815.25,12470,12755,1182,1246.5,702,612.5,571.6,549,974,,1.905,2.527
28.02.2020,5629,5688,12201,12472,1182,1292,677.5,571.5,565.6,549,862.8,,1.684,2.338
06.03.2020,5597.5,5659,12818.5,13016.5,1182,1309.5,695,593.5,556.6,544.8,896.4,,1.708,2.341
13.03.2020,5448.25,5508,12286,12467,1185.5,1309.5,706.5,579,570.4,544.8,743.9,,1.869,2.492
20.03.2020,4802.25,4870.5,11180,11411,1159.5,1250.5,734.5,548,586.4,531,622.5,,1.604,2.501
27.03.2020,4784.5,4842.5,11312,11543.5,1138,1261.5,693,549.5,591,513.4,740.3,,1.671,2.565
03.04.2020,4833,4884,11208.5,11420,1091.5,1214,645.5,524,598.8,497.8,717.5,,1.621,2.401
10.04.2020,5008,5064,11629.5,11853.25,1090.5,1238.5,670,540,595.4,494.8,747.9,,1.733,2.47
17.04.2020,5200.5,5255,12000,12234,1105,1257,688.5,555,595.4,494.8,783.1,,1.753,2.499
24.04.2020,5125.99,5192.5,12195,12441,1077,1215.5,674.5,548.5,607.8,494.8,771,,1.746,2.562
01.05.2020,5099.25,5162.25,11922.75,12144,1044,1234.5,691,546.5,616.2,503,768.4,,1.89,2.569
08.05.2020,5258,5328.5,12289,12520.5,1062,1151.5,681,563.5,633.4,503,783.2,,1.823,2.521
15.05.2020,5164.5,5239.75,11808.5,12032.5,1086.5,1170,713,579.5,639.6,505.4,816.4,,1.646,2.492
22.05.2020,5272.8,5347.75,12204.5,12445.5,1078.5,1207.5,778,614.5,688.6,512.2,883.6,,1.731,2.485
29.05.2020,5358.75,5432.5,12270.75,12511.5,1068,1185,776,612.5,760.8,510.6,870.5,,1.849,2.526
05.06.2020,5678.8,5737.25,12948.5,13172,1077.5,1242,788.5,624.5,741.4,508.6,830.4,,1.782,2.488
12.06.2020,5770.75,5824.25,12618,12839,1100.5,1257,797,629,759.6,510,819,,1.731,2.523
19.06.2020,5839.25,5886.75,12722,12952.75,1109.5,1256,806,633.5,794.4,510,827.3,,1.669,2.517
26.06.2020,5955.5,5975.5,12641.5,12850,1111.5,1245.5,806,630,793.4,510.4,809.9,,1.544,2.461
03.07.2020,6019.5,6027.25,12970.5,13156,1111.5,1211,776.5,622,850.2,521,822.5,,1.734,2.54
10.07.2020,6416.05,6395,13489,13663,1123,1242,833,654.5,576.4,535.2,840.1,,1.805,2.522
17.07.2020,6455,6433.5,13191,13379.75,1131,1246.5,869.5,662,587.8,525.2,844.1,,1.718,2.535
24.07.2020,6425,6390.75,13625.25,13812.5,1161.5,1297,870,674.5,574.2,526.8,948.5,,1.808,2.557
31.07.2020,6422.5,6402,13748,13943,1154,1286.5,879,674,557.8,529.2,912.2,,1.799,2.634
07.08.2020,6305,6315.25,14353.75,14529.5,1170,1220.5,899.5,715.5,552.4,526.4,967.4,,2.238,2.712
14.08.2020,6366.25,6374,14332,14525,1143.5,1194.5,910.5,739,568.6,520,956.2,,2.356,2.752
21.08.2020,6498.75,6488,14661.5,14861.5,1148,1213,920,753,562.6,523,923.5,,2.448,2.81
28.08.2020,6681.5,6651,15344,15524,1153.5,1229.5,918.5,726,561.2,533.8,937.5,,2.657,2.813
04.09.2020,6715.5,6692,15269.5,15447.5,1203.5,1222.5,920,749,569.4,532.6,898.2,,2.588,2.855
11.09.2020,6747.25,6718,15062.25,15242.5,1187.5,1254.5,913,734,583.8,545,939.6,,2.269,2.854
18.09.2020,6833.25,6794,14871,15063.5,1187,1281,915.5,695.5,597.2,550.2,938.5,,2.048,2.833
25.09.2020,6546.55,6550.55,14230,14417.5,1163,1283.5,910,667.5,601.8,561,842,,2.139,2.829
02.10.2020,6554.75,6558.5,14395.5,14563.5,1179,1315.5,960.5,691,595.4,560.6,886.4,,2.438,2.782
09.10.2020,6766.5,6774.5,15197.5,15360,1208,1311,923.5,715,608.8,559.6,889.7,,2.741,2.893
16.10.2020,6736.5,6749,15623.5,15786,1200.5,1314,876,685,603,556,865.2,,2.773,3.001
23.10.2020,6861.75,6876.5,15687.25,15860.25,1216.5,1329,868,686,621.8,552.8,902.5,,2.971,3.004
30.10.2020,6713.75,6732.25,15128,15293,1231,1334.5,859,675,626.2,562,844.6,,3.354,3.138
06.11.2020,6940.75,6958.25,15336.75,15477.75,1242.5,1305.5,821.5,673,643.4,562,897.2,,2.888,3.008
13.11.2020,6975.25,6993.25,15864,16002,1259,1324.5,860.5,697.5,704.2,562,893.8,,2.995,3.041
20.11.2020,7271.5,7277.5,16119.5,16269,1249.5,1310,913,717,736.6,562.8,954.4,,2.65,2.836
27.11.2020,7493.25,7494.5,16418.5,16565.25,1285,1450.5,930.5,756.5,750.8,572.8,963,,2.843,3.044
04.12.2020,7755.75,7738.75,16377.5,16501,1349.5,1513,952.5,787.5,770.6,601.2,1072.8,,2.575,2.871
11.12.2020,7764,7755.5,17252.25,17396,1424.5,1566,1067.5,932.5,743,649.6,1021.8,,2.591,2.935
18.12.2020,7980.25,7959.5,17449,17610,1542,1525,1093.5,951.5,794.4,668.6,1043.1,,2.7,2.998
25.12.2020,7782.25,7766.75,16950.5,17135.5,1609,1569.5,1100,919.5,759.6,640,1028.9,,2.518,2.893
01.01.2021,7757.75,7747.25,16566.5,16762,1529,1500.5,1079,879,794.4,629.4,1075.4,,2.539,3.006
08.01.2021,8123.75,8098.5,17635.25,17790.25,1665.5,1646,1138,958.5,793.4,653.2,1067.6,,2.7,3.102
15.01.2021,7946.5,7911,17983.25,18049.25,1582.5,1758,1147.5,945.5,850.2,651,1085.9,,2.737,3.147
22.01.2021,8001.75,7943,18236.5,18351,1541.5,1806,1174.5,924.5,805.6,615.8,1108,,2.446,3.03
