date,Copper_cash,Copper_12m,Nickel_cash,Nickel_12m,CokingCoal_12m,CokingCoal_cash,IronOre_cash,IronOre_12m,ThermalCoal_cash,ThermalCoal_12m,Platinum_cash,Platinum_12m,NatGas_cash,NatGas_12m
29.01.2021,7862.5,7797.25,17658.5,17762.5,1431.5,1800,1183.5,861.5,778,598,1075.8,,2.564,3.008
05.02.2021,7917.5,7838.5,18005,18096,1433.5,1634,1116.5,830.5,648,597.4,1131.8,,2.863,3.176
12.02.2021,8344.5,8230,18539,18637,1435.5,1648.5,1176.5,867.5,645.2,614,1257.5,,2.912,3.199
19.02.2021,8923.75,8771.5,19564.5,19621,1488,1654.5,1205.5,922,606.6,600.6,1291.1,,3.069,3.272
26.02.2021,9093.25,8984,18540,18635.5,1480.5,1484.5,1251.5,927,593.8,618.6,1183.5,,2.771,2.893
05.03.2021,8901.75,8794,16398,16506.5,1433,1545.5,1197,960.5,628.6,632.4,1128.3,,2.701,2.885
12.03.2021,9094,8995.5,15982.5,16083.75,1445,1541.5,1164.5,870,636.8,624.8,1200.3,,2.6,2.813
19.03.2021,9076.25,8944.5,16269,16380,1445,1621.5,1180.5,802,663.2,646.2,1200.1,,2.535,2.78
26.03.2021,8973.5,8876,16354.75,16451.75,1493.5,1666.5,1182.5,811.5,680.2,643.6,1177.9,,2.557,2.816
02.04.2021,8795,8718.5,16189,16294.5,1570.5,1589,1101.5,889.5,736,664.6,1206.5,,2.639,2.489
09.04.2021,8930,8865.25,16599,16693.75,1584,1582.5,1124.5,882,684.4,654.2,1207.1,,2.526,2.511
16.04.2021,9217.5,9142,16331,16447,1606,1646.5,1175.5,901,761.2,678.2,1207.2,,2.68,2.54
23.04.2021,9563.5,9470.75,16364.25,16490.25,1663.5,1633,1222.5,963.5,775.4,714.4,1230.6,,2.73,2.545
30.04.2021,9833,9744.5,17650,17716.5,1726,1610,1235,987.5,851.2,745,1203,,2.931,2.521
07.05.2021,10420.5,10331.5,18062.25,18140.25,1864.5,1792,1268.5,1059,918.2,792.2,1253.3,,2.958,2.557
14.05.2021,10227,10225,17521,17596.5,1922.5,1826.5,1254.5,1053,899,792.2,1221.5,,2.961,2.563
21.05.2021,9877,9857.5,16761,16883.5,1681,1640,1210.5,933,821.6,693.8,1167.8,,2.906,2.576
28.05.2021,10250.75,10243.75,18083,18205.75,1723.5,1627,1155,876.5,839.6,693,1180.8,,2.986,2.632
04.06.2021,9949.75,9958,18003.75,18100.75,1760,1828,1234,981.5,855.6,718.2,1164.4,,3.097,2.735
11.06.2021,9989.25,10010.25,18207,18280,1821.5,1936,1301,985,877.2,730.2,1151.1,,3.296,2.774
18.06.2021,9133.25,9161,17130,17231,1848.5,2107.5,1291,974.5,901.6,755.2,1041,,3.215,2.792
25.06.2021,9399.4,9422,18522.5,18564.5,1797.5,2266.5,1319,920,935.6,748,1103.6,,3.496,2.902
02.07.2021,9367,9380.5,18337,18359.5,1744,1977,1250.5,904.5,785.8,701.2,1086.3,,3.7,2.959
09.07.2021,9501.75,9544,18745.5,18749,1729.5,1931,1281,921.5,836.6,733.4,1094.7,,3.674,2.995
16.07.2021,9406.25,9438.75,19060,19051,1868.5,1922,1307.5,985.5,889.4,757,1107.7,,3.674,3.008
23.07.2021,9503.5,9518,19376.5,19358,1882,2020.5,1195,913.5,910.2,757.4,1060.1,,4.06,3.172
30.07.2021,9708.75,9745.75,19551,19535,1958,2122.5,1031.5,843.5,925.6,765.8,1046.9,,3.914,3.261
06.08.2021,9453,9492.25,19204.25,19236,1900,2346,1002,801.5,889,713,972.1,,4.14,3.357
13.08.2021,9552.25,9597.5,19642,19645.5,1966,2385,965.5,760,888,713,1025.8,,3.861,3.293
20.08.2021,9041,9034,18455,18468,1950,2812,879.5,715,957,704.2,993.9,,3.851,3.277
27.08.2021,9413.75,9396,19014.49,18983,2107,2804.5,951,732,992.8,731.4,1006.3,,4.388,3.443
03.09.2021,9425,9419,19801.25,19758.25,2138,3192.5,879.5,704,969.4,768,1021.6,,4.712,3.568
10.09.2021,9687.5,9666.5,20402.5,20192,2506.5,3573.5,833,670,1084.8,809.4,956.5,,4.938,3.794
17.09.2021,9307.25,9269.5,19380,19213,2060,3496,699,591,1270.8,822.6,930.6,,5.105,3.644
24.09.2021,9341.75,9294.5,19405.75,19281.25,2191,3676.5,688.5,623.5,1395.6,878,979.9,,5.14,3.831
01.10.2021,9128,9092.5,17970,17911.25,2411,3764,715,673,1436.8,972.2,972.7,,5.619,3.88
08.10.2021,9363.5,9310,19221.5,19138.5,2469,3583,751.5,685.5,1425.4,990.6,1027.1,,5.565,3.948
15.10.2021,10310,10163,20045,19846,2712,3772,754.5,672,2012.8,1006,1057.3,,5.41,4.104
22.10.2021,9792,9576,19817,19457,2116,3618,688.5,629.5,1706.8,930.2,1050.4,,5.28,3.996
29.10.2021,9728.5,9413,19526,19172,1818,3608,641.5,621.5,1170.6,770.4,1019.6,,5.426,4.14
05.11.2021,9582,9412.5,19462,19199,1654,2840,577,541.5,1054.2,753.8,1035.2,,5.516,4.146
12.11.2021,9776,9636,20064,19629,1690,2785,558.5,541.5,1008.8,697.4,1088.6,,4.791,4.092
19.11.2021,9744,9560.5,20152,19722.5,1488,2416.5,527.5,524.5,989.2,701,1035.2,,5.065,4.164
26.11.2021,9578,9375,20067,19458,1694.5,2556,603,571.5,981.8,713.8,953.6,,5.477,4.454
03.12.2021,9459,9294,20117,19592,1760,2057,594,594,831.4,712,926.2,,4.132,4.136
10.12.2021,9511.5,9392,19811,19375,1846.5,2063,636,613.5,817.8,715,934.2,,3.925,4.147
17.12.2021,9479.5,9302.5,19717,19278,1982,2069,686.5,640,886.6,743.4,934.5,,3.69,3.931
24.12.2021,9606.5,9422.5,20128,19699,2033.5,2130.5,699.5,652,836,741,975.1,,3.731,3.935
31.12.2021,9747.5,9599.5,20873.5,20417.5,2040,2053.5,684,632,717.4,701.6,964.4,,3.73,4.09
07.01.2022,9670,9547,20806,20415,1999,2369,717.5,668,707,723.8,956.2,,3.916,4.195
14.01.2022,9736.75,9622.25,22323.5,21644.75,2100,2467.5,739,687.5,722,714.4,963.9,,4.262,4.502
21.01.2022,9977,9789,24220,23421.5,2013,2468,760,705.5,717.6,760.4,1034,,3.999,4.282
28.01.2022,9555.5,9378,22714,21562,2044,2658,801.5,738.5,705.8,773.8,1004.9,,4.639,4.749
04.02.2022,9864,9711.05,23206,22191,2044,2658,801.5,738.5,705.8,773.8,1023.4,,4.572,4.831
11.02.2022,9892.5,9728.5,23246,22144,2178,2505.5,842,765.5,835.6,816.2,1018.1,,3.941,4.377
18.02.2022,9996.5,9790,24464,23120,2215,2590.5,688.5,643.5,878.8,787.8,1075.9,,4.431,4.687
25.02.2022,9917,9749,24758,23395,2326.5,2459,712,652,933.2,771,1048.9,,4.47,4.341
04.03.2022,10696.5,10577.25,29304,27479,2374,2805,831.5,761,863,798.4,1116.8,,5.016,4.751
11.03.2022,10174.5,10151.5,48131,46968,2592.5,3414.5,863,776,849,803.4,1088.6,,4.725,4.57
18.03.2022,10342,10251,45735,36768,2492.5,3274,851,785.5,851.8,761.4,1035.9,,4.863,4.641
25.03.2022,10255,10250.5,35487,35248,2492.5,3245,855,800,845,816.4,1008.5,,5.571,5.176
01.04.2022,10351.5,10318.25,33216,33104,2492.5,3218.5,922.5,873,806.8,784,985.9,,5.72,4.122
08.04.2022,10313.5,10328,33845,33742,2449,3220.5,934,877.5,804.4,746,972.8,,6.278,4.557
15.04.2022,10303.5,10307.25,33149,33159,2631,3265,941,878,814.8,753.6,990.3,,7.3,4.841
22.04.2022,10103.25,10116,33079,33154,2717,3079,930,836,821.2,751.8,924.8,,6.534,4.149
29.04.2022,9772.5,9777.25,31747,31832.5,2638,2990,944.5,797,824.2,704.2,937.6,,7.244,4.393
06.05.2022,9414.25,9415.25,30020.01,30305,2638,2830,952,788.5,810,715.6,955.4,,8.043,4.742
13.05.2022,9168,9140,27202.5,27445.5,2377.5,2638,892.5,744,800,767,931.8,,7.663,4.558
20.05.2022,9441,9395,27951,28146,2287.5,2808,939.5,757.5,834.8,723.8,945.1,,8.083,4.725
27.05.2022,9459.5,9456.5,28247,28476.5,2207.5,3084.5,960.5,770.5,867.4,704,945.5,,8.727,5.034
03.06.2022,9501.5,9491.5,28094,28306.5,2351.5,2881.5,975,815.5,840,706.6,1016.4,,8.523,5.343
10.06.2022,9449.5,9442.75,27218,27467,2462,3013.5,1000.5,825,875.6,694.8,971,,8.85,5.983
17.06.2022,8969,8958.25,25611,25868,2334,2849.5,939,733,803.4,708.8,930.2,,6.944,4.954
24.06.2022,8392,8382,22360,22614,1842,2802,842.5,678,850,706.8,903.7,,6.22,4.632
01.07.2022,8049.25,8043.5,21792,22008,1971.5,2570.5,805,683.5,806.8,706.4,875.4,,5.73,4.381
08.07.2022,7804.5,7809,21539.5,21815.5,1880,2564.5,815,670.5,817.2,697,895.5,,6.034,4.527
15.07.2022,7189.25,7190.5,19349,19609,1649,2448.5,726,601,798.6,695.6,844.9,,7.016,4.8
22.07.2022,7449,7460.25,22100,22334,1579,2349,718,609.5,806,689.4,862.4,,8.299,4.993
29.07.2022,7931.25,7895.25,23589,23821,1587,2313.5,832.5,690,787,744.8,884.9,,8.229,4.897
05.08.2022,7872,7876.25,22184,22462,1645,2141,768.5,681,861.4,746.8,923.1,,8.064,4.886
12.08.2022,8093.5,8079.75,22981.5,23259,1700,2169,801,696.5,850.2,747.2,958.1,,8.768,5.157
19.08.2022,8099.75,8032.5,22197,22523,1686,2109,759,645,840.6,753.4,886.5,,9.336,5.567
26.08.2022,8193.25,8120,21562,21927,1686,2157.5,793,671,865.2,836.6,854.1,,9.296,5.778
02.09.2022,7676,7591.75,20493,20813,1614.5,1959.5,738,622,820,780.2,818.3,,8.786,5.842
09.09.2022,7897.5,7797,22969,23254,1614.5,2023,781.5,650,859,928.2,876.9,,7.996,5.413
16.09.2022,7832,7690,24220.01,24468,1608.5,2158,784.5,639.5,820,862,901,,7.764,5.513
23.09.2022,7532,7411.5,23319.5,23888,1680.5,2305.5,769,647.5,850,853.8,858.7,,6.828,5.031
30.09.2022,7688,7482.5,21012,21563,1715.5,2741.5,762,657.5,819.4,790,870,,6.766,4.965
07.10.2022,7503.5,7422.75,22399,23055,1715.5,2741.5,762,657.5,819.4,790,927.2,,6.748,5.065
14.10.2022,7627,7424,21692,22187,1681.5,2568,752.5,641,818.4,779,904.2,,6.453,5.196
21.10.2022,7719.25,7541.25,21864,22429,1598,2794,729,615.5,860,767.2,943.2,,4.959,4.648
28.10.2022,7629,7489,22035,22637,1516,3260,696.5,578.5,774.4,690.8,958.4,,5.684,5.116
04.11.2022,8136,8044.5,23751,24325,1527,2509,673,587,831.2,738.8,965.1,,6.4,5.446
11.11.2022,8506.9,8451,26858,27362,1594.5,2614,717,640.5,831.2,738.8,1042.7,,5.879,5.176
18.11.2022,8065.5,8069,25257,26020,1653.5,2720.5,768.5,676,831.2,738.8,997.3,,6.303,5.287
25.11.2022,7992,8003.25,25299,25956,1584,3194,751.5,661.5,831.2,738.8,1000.8,,7.024,5.581
02.12.2022,8450.5,8423,28794,29406,1708,2187.5,776.5,731,988.6,860.2,1026.6,,6.281,5.701
09.12.2022,8529,8538.5,29273,30101,1769.5,2251,831,768.5,988.6,860.2,1036.2,,6.245,5.64
16.12.2022,8255.25,8269.25,28163,28913,1892,2417,847,793,1022.8,890,1000,,6.6,5.858
23.12.2022,8344,8349.5,29397,30342,1785,2386.5,833,771,1022.8,890,1029.6,,5.079,5.034
30.12.2022,8373.01,8353.25,29901,30787,1909.5,2486,857,811.5,921,801.4,1073.7,,4.475,5.113
06.01.2023,8589.65,8584.4,27964,28754,1754.5,2258,855,802.5,795.6,801.4,1097.3,,3.71,4.759
13.01.2023,9180,9174,26649,27433,1825,2365.5,889,826,795.6,801.4,1066.7,,3.419,4.662
20.01.2023,9319.76,9292,28616,29527,1755.5,2475,871,801,795.6,801.4,1042,,3.174,4.61
27.01.2023,9255.74,9244.75,28718.5,29615,1755.5,2475,871,801,795.6,801.4,1007.6,,2.849,4.382
03.02.2023,8970.25,8974.24,28513,29217,1671.5,2270.5,877,773.5,801,801.4,980,,2.41,4.074
10.02.2023,8844.51,8854.25,27648.25,28403,1690.5,2310,891.5,789,801,801.4,951.5,,2.514,4.078
17.02.2023,8974.25,8974.5,25641,26493,1711,2405,908,786.5,801,801.4,921.1,,2.275,3.916
24.02.2023,8705.5,8711.75,24377.5,25295,1747.5,3008,932,814,801,801.4,907.6,,2.548,4.033
03.03.2023,8976.25,8969,24489.92,25312.42,1758,1928.5,937,813,801.4,801.4,979.4,,3.009,3.939
10.03.2023,8859.5,8855.75,22556,23380,1763,1897.5,952,821,801.4,801.4,962.2,,2.43,3.624
17.03.2023,8580.25,8570.45,23228,24142,1695,1690.5,934,791,801.4,801.4,978.6,,2.338,3.439
24.03.2023,8921.75,8902,23333,24240.5,1695,1766.5,899.5,729,801.4,801.4,983.9,,2.216,3.561
31.03.2023,8994.5,8976,23685,24571,1695,1767.5,958,772.5,801.4,801.4,994.1,,2.216,3.224
07.04.2023,8799.75,8789.25,22710,23502,1618,1761,878,733.5,801.4,801.4,1014.9,,2.011,3.039
14.04.2023,9028.25,8999.5,24022,24799,1571.5,1729.5,884,702.5,801.4,801.4,1052.1,,2.114,3.058
21.04.2023,8794.5,8786.5,24419.5,25109,1502,1578.5,873,681,801.4,801.4,1136.8,,2.233,3.162
28.04.2023,8590,8606,24236.5,24794,1450.5,1324,850,655,801.4,801.4,1088.2,,2.41,3.205
05.05.2023,8575.5,8603.5,24496,25122,1373.5,1317,753.5,636.5,801.4,801.4,1076.4,,2.137,3.059
12.05.2023,8243.25,8289.01,22142,22783,1386.5,1326,771.5,641.5,801.4,801.4,1075.1,,2.266,3.057
19.05.2023,8234,8314.5,21226,21901,1312.5,1463,814,652,801.4,801.4,1083.8,,2.585,3.195
26.05.2023,8124.5,8187,21079.5,21840,1205,1300,771,618.5,801.4,801.4,1036.2,,2.417,3.123
02.06.2023,8233,8264.25,21111,21891,1221,1300.5,799,660.5,801.4,801.4,1003.5,,2.172,3.135
09.06.2023,8366.5,8380.5,21051,21766,1230.5,1347.5,856.5,690,801.4,801.4,1012.8,,2.254,3.138
16.06.2023,8567.75,8566.25,22935.75,23587,1327.5,1429.5,873.5,690.5,801.4,801.4,987.3,,2.632,3.255
23.06.2023,8401.24,8375.99,21187,21935,1327,1477.5,867,686.5,801.4,801.4,923.7,,2.729,3.291
30.06.2023,8323.75,8316.75,20394,21161,1275.5,1617,885.5,706.5,801.4,801.4,904.5,,2.798,3.363
07.07.2023,8371,8379.75,20692,21406,1279.5,1428,859,705.5,801.4,801.4,913.6,,2.582,3.336
14.07.2023,8673.25,8686.75,21496.5,22270,1321,1505.5,876.5,708,801.4,801.4,979.4,,2.539,3.329
21.07.2023,8444,8485.75,20622,21448,1349,1504.5,888.5,712.5,801.4,801.4,966.3,,2.713,3.334
28.07.2023,8648.24,8699.75,22141,22982,1344,1459,895.5,698.5,801.4,801.4,937.6,1007,2.638,3.383
04.08.2023,8560.5,8639,21195,22040,1334.5,1471,821,693,801.4,801.4,928.3,1002.1,2.577,3.321
11.08.2023,8284.75,8352.75,20068,20980,1338.5,1480.5,822.5,687.5,801.4,801.4,910.8,1003.4,2.77,3.455
18.08.2023,8243.75,8294.5,19967,20942,1329,1466,856,701.5,801.4,801.4,911.3,1001.7,2.551,3.401
25.08.2023,8349.25,8424,20641,21551,1426,1543,888,747.5,801.4,801.4,945.1,1033.5,2.54,3.383
01.09.2023,8490.75,8565.75,20989,21826,1468.5,1601.5,904,765.5,801.4,801.4,968.7,1052.5,2.765,3.344
08.09.2023,8231.5,8302.2,19919,20820,1545.5,1632,888.5,757.5,801.4,801.4,894.8,982.4,2.605,3.288
15.09.2023,8388.5,8469.75,19757,20665,1612,1744,937.5,782.5,801.4,801.4,929.5,1014.7,2.644,3.253
22.09.2023,8198.75,8339.5,19253,20257,1625,1763,943.5,763,801.4,801.4,934.1,1018.5,2.637,3.266
29.09.2023,8239,8390.25,18497,19522,1621.5,1745,930.5,746,801.4,801.4,906.8,972.8,2.929,3.379
06.10.2023,8014.25,8185,18423,19389,1621.5,1745,930.5,746,801.4,801.4,874.1,939.4,3.338,3.538
13.10.2023,7914.5,8111.99,18377,19336,1520,1696,903.5,726,801.4,801.4,877.8,944.5,3.236,3.583
20.10.2023,7916.76,8102,18431,19442,1520,1696.5,922,736.5,801.4,801.4,898.4,963.6,2.899,3.411
27.10.2023,8056.5,8251,18188,19232,1602.5,1761,941,755,801.4,801.4,897.7,962.5,3.483,3.452
03.11.2023,8148,8350.5,18090.5,19013.5,1675.5,1848.5,954,791,801.4,801.4,939.6,1003.4,3.515,3.926
10.11.2023,7994.5,8229.5,17114,18012.5,1798.5,1968.5,979.5,821.5,801.4,801.4,841.2,904.5,3.033,3.74
17.11.2023,8212.25,8481.5,16744.5,17675.66,1864.5,1982,996.5,825.5,801.4,801.4,896.8,960.4,2.96,3.605
24.11.2023,8364.75,8637.75,15970,16894,1836,1942,1014,845,801.4,801.4,932.4,997.1,2.855,3.547
01.12.2023,8584.02,8774.24,16962,17767,1931,2109,969,832,801.4,801.4,936.1,997.3,2.814,3.937
08.12.2023,8411,8597.25,16695,17565,1888,2034.5,1005,871.5,801.4,801.4,919.8,982,2.581,3.577
15.12.2023,8495.25,8658.5,17003,17805,1833.5,1980.5,1007,843,801.4,801.4,952.6,1013.3,2.491,3.555
22.12.2023,8514.5,8670,16348,17281,1853.5,2018.5,1037,861.5,801.4,801.4,981.8,1047,2.61,3.496
29.12.2023,8488.5,8648,16435,17393,1803.5,1957.5,1043,850,801.4,801.4,995,1060,2.514,3.8
05.01.2024,8420.25,8567,16257.5,17107,1790,1820.5,1064.5,870.5,801.4,801.4,963.6,1024.5,2.893,3.973
12.01.2024,8286.75,8454,16190,17041,1672,1703.5,1046.5,833.5,801.4,801.4,912.9,979.1,3.313,4.107
19.01.2024,8306.76,8431,15871,16782,1704.5,1729.5,1026.5,816,801.4,801.4,899,967.1,2.519,3.911
26.01.2024,8479.05,8645.49,16598,17526,1706.5,1729.5,1060,856.5,801.4,801.4,911.8,979.9,2.712,3.913
02.02.2024,8436.34,8593.5,16112,16974,1657.5,1649.5,1003.5,829,801.4,801.4,897.7,966,2.079,3.638
09.02.2024,8116.29,8272.04,15770,16621,1666.5,1666,1009,835.5,801.4,801.4,874.5,945.9,1.847,3.573
16.02.2024,8445.25,8568.75,16196.75,17035.5,1666.5,1666,1009,835.5,801.4,801.4,909.7,975.3,1.609,3.399
23.02.2024,8510,8653.25,17338.5,18243,1704.5,1690,967.5,787,801.4,801.4,906.9,973,1.603,3.485
01.03.2024,8472.5,8584.5,17561,18383,1685.5,1746,927,766,801.4,801.4,888,957,1.835,3.241
08.03.2024,8537.26,8676.25,17892,18676,1681,1650,908,792.5,801.4,801.4,914.8,983.6,1.805,3.241
15.03.2024,9012.25,9162.5,17929,18711,1641.5,1497,820,738,801.4,801.4,943.5,1023.1,1.655,3.193
22.03.2024,8791.02,9002.67,17099.61,17949.62,1666.5,1581.5,857,759,801.4,801.4,898.4,981.5,1.659,3.164
29.03.2024,8787.84,9010,16597.02,17428.32,1571.5,1454,786.5,710,801.4,801.4,907.7,994.8,1.763,3.008
05.04.2024,9269,9484.14,17709.87,18456.46,1549.5,1485,802.5,724.5,801.4,801.4,930.3,1015,1.785,2.968
12.04.2024,9381.34,9634.22,17673.73,18412,1675.5,1560.5,869,776,801.4,801.4,993.2,1079,1.77,3.064
19.04.2024,9819.74,9984.16,19223.72,19942.6,1762.5,1700.5,911.5,805.5,801.4,801.4,935.4,1022.9,1.752,3.022
26.04.2024,9876.97,10114.28,18977.89,19707.5,1827,1631,912.5,824.5,801.4,801.4,914.7,1002.8,1.923,3.038
03.05.2024,9848.09,10062.27,19148.03,19829.35,1831.5,1566.5,887.5,823,801.4,801.4,962.1,1055.9,2.142,3.077
10.05.2024,9936.21,10116.71,18856.96,19528.96,1875,1606,891,823.5,801.4,801.4,1004.4,1093.9,2.252,2.963
17.05.2024,10615.48,10723.25,20944.2,21660.38,1788,1462.5,896,843,801.4,801.4,1087.9,1177.3,2.626,3.089
24.05.2024,10246.51,10445.5,20090.42,20851.82,1866,1419,912,874.5,801.4,801.4,1034.8,1128.8,2.52,3.09
31.05.2024,9945.38,10202.99,19525,20295,1783.5,1185.5,884,824,801.4,801.4,1037.7,1133.7,2.587,3.228
07.06.2024,9696.05,9903.75,17905.9,18668,1751,1431,856.5,807.5,801.4,801.4,971.1,1066.7,2.918,3.36
14.06.2024,9662.62,9877,17416.78,18210,1763.5,1446,846.5,796,801.4,801.4,958.6,1053.1,2.881,3.351
21.06.2024,9591.48,9876.5,17055.45,17914.51,1747,1436.5,843.5,785,801.4,801.4,996.4,1089.2,2.705,3.302
28.06.2024,9489.46,9811.19,17093.24,17995.4,1712.5,1506,828,785,801.4,801.4,1001.9,1094.9,2.601,3.418
05.07.2024,9872.51,10162.16,17218.24,18016.33,1760,1548.5,860,820.5,801.4,801.4,1040.3,1124.9,2.319,3.367
12.07.2024,9794.55,10102.75,16694.02,17592,1726.5,1587.5,834.5,796.5,801.4,801.4,1005.7,1096.7,2.329,3.319
19.07.2024,9231.76,9550,16077.5,17055,1726.5,1639,807,756.5,801.4,801.4,966.2,1057.7,2.128,3.292
26.07.2024,9031.71,9314,15606.55,16546.4,1659,1605.5,783.5,747.5,801.4,801.4,936.3,1027.8,2.006,3.19
02.08.2024,9008.48,9292.3,16149.24,16941,1550,1419.5,780,745.5,801.4,801.4,965.6,1055.8,1.967,3.184
09.08.2024,8808.98,9062.48,16009.59,16783.91,1541.5,1398,765.5,727,801.4,801.4,927.2,1012.8,2.143,3.331
16.08.2024,9051.59,9291.5,16217.23,16970.23,1443,1362.5,723,689.5,801.4,801.4,958.6,1044.3,2.123,3.218
23.08.2024,9210.78,9483.23,16607.4,17380.58,1380,1273.5,742.5,707,801.4,801.4,961.7,1048.5,2.022,3.247
30.08.2024,9142.77,9445.77,16589.74,17385.46,1416,1272,776,731,801.4,801.4,927.8,1016.3,2.127,3.15
06.09.2024,8935.29,9199.91,15745.95,16484.24,1267.5,1215,697,662.5,801.4,801.4,918.7,1002,2.275,3.161
13.09.2024,9236.14,9480.02,15794.68,16526.14,1292,1140.5,718.5,682.5,801.4,801.4,1006.8,1083.6,2.305,3.131
20.09.2024,9386.45,9683.99,16349.42,17105.32,1328,1066.5,699,667.5,801.4,801.4,981.9,1058.4,2.434,3.219
27.09.2024,9875.03,10180.58,16803.1,17597.94,1446.5,1005,739,715.5,801.4,801.4,1008.5,1086.2,2.902,3.402
04.10.2024,9873.79,10175.73,17868.86,18571.86,1558.5,1014.5,792,770,801.4,801.4,994,1070.1,2.854,3.437
11.10.2024,9714.54,10019.98,17717.55,18434.27,1522,1210.5,786.5,758,801.4,801.4,986.7,1089.6,2.632,3.301
18.10.2024,9553.03,9887.15,16733.45,17496.28,1413,1127.5,762.5,734,801.4,801.4,1016.2,1119.7,2.258,3.178
25.10.2024,9509.74,9850,15990.11,16764.11,1460.5,1155.5,770,741.5,801.4,801.4,1028.8,1131,2.56,3.315
01.11.2024,9518.36,9821.09,15818.24,16532.24,1483,1247,775.5,746.5,801.4,801.4,999.3,1113.8,2.663,3.392
08.11.2024,9368.21,9702.5,16259,16981.06,1468,1247,788.5,760.5,801.4,801.4,975.3,1086.5,2.669,3.401
15.11.2024,8928.44,9244.02,15373.71,16136.92,1413.5,1169.5,756,730.5,801.4,801.4,941.3,1052,2.823,3.478
22.11.2024,8885.26,9212.09,15801.13,16645,1413.5,1186,782.5,744,801.4,801.4,971.2,1083.1,3.129,3.623
29.11.2024,8915.53,9243.73,15716.27,16549.62,1371,1103.5,788.5,752,801.4,801.4,949.5,1062.8,3.363,4.144
06.12.2024,9063.97,9339.46,15922.43,16682.89,1374.5,1173.5,796,746.5,801.4,801.4,933.8,1012.1,3.076,4.104
13.12.2024,8983.06,9260.21,15710.39,16463.33,1360,1168,808.5,764.5,801.4,801.4,924.3,1006.8,3.28,4.139
20.12.2024,8871.1,9161.1,15198.66,16021,1274.5,1083.5,786,739,801.4,801.4,936.4,1012.1,3.748,4.224
27.12.2024,8899.14,9191.21,15133.88,15963.37,1269.5,1011.5,778.5,735.5,801.4,801.4,919.5,996.7,3.383,4.281